sales_id,product_id,store_id,product_name,brand,category,volume_ml,alcohol_percentage,store_name,city,state,region,store_type,sales_date,quantity_sold,unit_price,total_sales,email
291,BUWG2Y4S,126,Ciroc Scientist,Ciroc,Vodka,500,41.17,"Barr, Adams and Brown",West Ericaland,PR,Midwest,Wholesale,2025/04/21,27,60.98,1646.46,larsendana@example.net
292,BWMINTCZ,118,Guinness Service,Guinness,Rum,500,18.26,"Jackson, Barnes and Summers",Joshualand,TX,South,Retail,2025/05/11,23,16.67,383.41,stephenchapman@example.net
293,JOZ7V25U,128,Tanqueray Sea,Tanqueray,Liqueur,500,16.07,Medina Inc,Susanhaven,MH,Northeast,Retail,2025/05/16,7,40.45,283.15,reedscott@example.org
294,2M9XYZ06,133,Ciroc Education,Ciroc,Tequila,750,25.8,"Fischer, Hicks and Hanson",Jamesville,UT,Southeast,Wholesale,2025/04/18,41,95.04,3896.64,whitneylewis@example.com
295,H8FKBJ4A,114,Don Julio Decide,Don,Tequila,700,6.9,"Lynch, Harrison and Davis",Ashleyshire,TN,Midwest,Retail,2025/04/08,21,62.68,1316.28,kathy36@example.net
296,2AHEWSR2,128,Baileys Degree,Baileys,Tequila,750,33.6,Long-Cisneros,East Bradleyville,NM,Northeast,Retail,2025/05/08,17,81.69,1388.73,scarey@example.com
297,0ATSYFWB,137,Tanqueray Popular,Tanqueray,Gin,500,30.68,Ellis-Mccarty,Lisaton,MI,Southeast,Wholesale,2025/04/19,40,8.3,332.0,wperry@example.com
298,PGL5RRUP,107,Captain Morgan Enough,Captain,Vodka,500,8.35,Stewart Ltd,West Micheleburgh,NV,Midwest,Wholesale,2025/04/08,10,59.95,599.5,vtaylor@example.com
299,PTW0ECVX,138,Johnnie Walker Drug,Johnnie,Vodka,500,21.97,Stanton PLC,Markside,CT,Northeast,Wholesale,2025/04/27,1,87.42,87.42,gflynn@example.org
300,Z1M96D9Q,127,Ciroc Nothing,Ciroc,Gin,700,43.61,Wilson-Stokes,East Johnny,CA,South,Wholesale,2025/03/22,23,15.26,350.98,bhancock@example.com
301,YJP78DRK,126,Johnnie Walker Item,Johnnie,Vodka,500,19.68,"Moyer, Smith and Delgado",Oconnorburgh,RI,South,Wholesale,2025/04/29,45,26.47,1191.15,swilson@example.com
302,S4MOUVUS,103,Don Julio Matter,Don,Gin,700,20.25,Blanchard PLC,Davismouth,WY,Northeast,Wholesale,2025/03/21,7,68.99,482.93,smithjoshua@example.com
303,VT5V0IB5,124,Don Julio Key,Don,Liqueur,1000,7.34,Mckinney-Gonzalez,Mcphersontown,VA,Northeast,Retail,2025/04/23,8,68.3,546.4,masonspencer@example.net
304,WW7HSGNG,111,Johnnie Walker Half,Johnnie,Vodka,750,36.59,Baker-Rojas,Coxside,WV,Midwest,Retail,2025/04/13,40,16.33,653.2,williamseric@example.net
305,IXJPPLUE,145,Captain Morgan Win,Captain,Vodka,700,16.81,Cardenas PLC,New Laura,MI,West,Wholesale,2025/05/10,8,37.7,301.6,kvaughn@example.net
306,C6FBXMMX,118,Ciroc Stage,Ciroc,Gin,1000,22.74,"Espinoza, Marsh and Owens",Colinchester,MS,South,Wholesale,2025/05/03,42,63.44,2664.48,wfaulkner@example.net
307,KYHFXAIJ,106,Captain Morgan Large,Captain,Rum,750,32.53,Mullen Ltd,South Jill,NM,Midwest,Retail,2025/04/26,39,69.42,2707.38,swansoncharles@example.org
308,92UTMXU3,129,Johnnie Walker Stay,Johnnie,Gin,1000,17.53,Quinn-Simmons,East Evelyn,ND,Midwest,Retail,2025/03/30,38,75.1,2853.8,hansonjeffrey@example.org
309,D5HR1PR0,139,Baileys Economy,Baileys,Rum,750,7.96,Wiggins Inc,Deborahchester,IL,Midwest,Wholesale,2025/04/03,48,7.5,360.0,sandovalgrace@example.net
310,OT7VWGZ1,104,Captain Morgan Difficult,Captain,Rum,500,28.45,May PLC,Thompsonhaven,MO,Northeast,Retail,2025/04/02,8,50.15,401.2,kyoung@example.net
311,BCY8SSZ9,116,Smirnoff Inside,Smirnoff,Beer,500,19.86,Drake-Gonzales,Blakeview,FL,Northeast,Wholesale,2025/05/05,9,6.79,61.11,martinaustin@example.com
312,XAS3WDBX,124,Captain Morgan Fast,Captain,Vodka,750,32.46,Franklin Inc,Olsonburgh,OH,West,Wholesale,2025/04/20,50,68.01,3400.5,patricia34@example.com
313,BPCQF7BF,125,Johnnie Walker Clear,Johnnie,Liqueur,750,8.39,Ross LLC,Saraburgh,SD,South,Wholesale,2025/04/24,38,62.53,2376.14,rsmith@example.org
314,E7H7HTDF,128,Captain Morgan Happen,Captain,Vodka,1000,24.25,Greene-Kennedy,Wilsonstad,GU,Northeast,Retail,2025/04/26,17,10.2,173.4,andrea66@example.com
315,AK2DOFH0,125,Guinness Establish,Guinness,Beer,700,5.1,Garcia and Sons,Troyfort,CO,Midwest,Retail,2025/04/30,3,85.33,255.99,catherine63@example.net
316,DUOH69EE,117,Johnnie Walker Position,Johnnie,Whisky,500,23.6,"Dougherty, Ramirez and Riley",North Reneeberg,WI,Midwest,Retail,2025/03/25,25,49.94,1248.5,steven35@example.org
317,M7OKIQ5Z,127,Don Julio Stock,Don,Beer,500,5.98,Romero-Garcia,South Karl,MP,South,Retail,2025/04/11,40,48.37,1934.8,jessicamcdonald@example.org
318,Y5HMXDRJ,104,Smirnoff Reality,Smirnoff,Whisky,1000,19.34,Weaver and Sons,Mcdonaldborough,MH,Midwest,Wholesale,2025/03/31,9,77.75,699.75,jeremiahbrown@example.com
319,E263E3MW,102,Ciroc Admit,Ciroc,Whisky,500,40.63,"Lee, Turner and Thomas",Hughesberg,GU,Northeast,Wholesale,2025/03/25,45,61.87,2784.15,csmith@example.net
320,O6GUHBSC,118,Johnnie Walker Dog,Johnnie,Rum,1000,15.74,Figueroa-Cooper,North Rachelbury,MN,Northeast,Wholesale,2025/04/12,44,35.8,1575.2,lewisjamie@example.com
321,VPSFEJ0P,138,Johnnie Walker Child,Johnnie,Whisky,1000,16.88,White-Berry,Lake Johnborough,NV,Southeast,Retail,2025/04/12,16,27.14,434.24,justin15@example.net
322,D8RP64P5,105,Don Julio Look,Don,Liqueur,1000,14.99,Kennedy-Carey,New Kevinstad,AR,West,Retail,2025/05/05,50,24.88,1244.0,robin10@example.org
323,IVPITJ8C,102,Johnnie Walker Candidate,Johnnie,Liqueur,1000,42.62,Nichols Group,East Wayne,WY,South,Wholesale,2025/05/04,12,5.57,66.84,robertroberts@example.org
324,HVF4TT0X,145,Don Julio Quality,Don,Whisky,700,9.9,Elliott-Murillo,South Wyattport,KY,South,Retail,2025/05/13,50,71.6,3580.0,heather28@example.net
325,SM3854JR,109,Ciroc Serve,Ciroc,Rum,1000,25.17,Holloway Group,North Amber,DC,Northeast,Retail,2025/03/21,4,29.61,118.44,ericahunter@example.net
326,6ZFXK0VA,118,Guinness Deal,Guinness,Tequila,700,7.35,"Fox, Nielsen and Campbell",West Heather,DE,West,Retail,2025/05/07,32,69.05,2209.6,nielsenashley@example.net
327,VLX1HV2F,112,Ciroc Per,Ciroc,Gin,1000,28.22,Richmond LLC,North Steven,TX,Midwest,Retail,2025/04/26,19,31.48,598.12,jennifer79@example.org
328,07PH87YO,102,Don Julio Soldier,Don,Tequila,1000,33.05,Cook-Smith,North Elizabethport,AS,Midwest,Retail,2025/04/22,39,55.86,2178.54,kimberly44@example.com
329,ZY6BOGBV,114,Guinness Approach,Guinness,Gin,500,5.43,Dunn PLC,Brianberg,MD,South,Retail,2025/03/21,28,91.64,2565.92,joshua98@example.org
330,KXGN1Z3B,118,Captain Morgan Pass,Captain,Vodka,700,23.98,Bell Group,Nathanport,OH,Midwest,Retail,2025/05/17,44,48.97,2154.68,shane24@example.com
331,TY88JWYI,104,Guinness Account,Guinness,Liqueur,750,25.7,Johnson Group,Castilloville,IA,Midwest,Wholesale,2025/04/19,18,70.52,1269.36,adam95@example.org
332,57OKAY27,136,Ciroc Sure,Ciroc,Whisky,1000,37.04,Allen-Hernandez,South Garychester,PR,Midwest,Retail,2025/03/22,2,59.44,118.88,misty23@example.org
333,KQRQDUB9,123,Baileys Or,Baileys,Liqueur,700,17.18,"Zimmerman, Johnson and Novak",Lake Cherylville,OR,Midwest,Wholesale,2025/05/14,8,15.98,127.84,jontate@example.net
334,XT4SCVPE,125,Captain Morgan Air,Captain,Rum,750,6.68,Diaz Group,West Christopher,OK,South,Retail,2025/04/30,28,38.49,1077.72,brooksmitchell@example.com
335,TWKVQIXR,147,Captain Morgan Level,Captain,Whisky,750,37.92,"Smith, Drake and Mcbride",Geraldshire,NV,South,Retail,2025/04/29,10,73.78,737.8,wrightmonica@example.com
336,0214Q6UC,145,Smirnoff Almost,Smirnoff,Vodka,1000,31.96,"Scott, Flores and Stephenson",New Douglasborough,CT,Southeast,Retail,2025/05/09,34,24.01,816.34,faith23@example.net
337,KQK5RR9E,131,Don Julio Skin,Don,Tequila,750,25.49,Jenkins-Harris,Warrenfort,NM,Northeast,Retail,2025/04/26,24,64.42,1546.08,gnewton@example.org
338,CIOFXK8T,142,Captain Morgan Both,Captain,Whisky,500,32.48,Smith Inc,Meyerschester,VA,Northeast,Retail,2025/04/09,24,33.03,792.72,stephen69@example.net
339,IPN5BNWG,114,Don Julio Value,Don,Vodka,500,15.69,"Harris, Thompson and Mckenzie",Ryanstad,MI,South,Retail,2025/04/08,1,23.53,23.53,adkinsaaron@example.net
340,ABSXNN93,122,Guinness Thousand,Guinness,Liqueur,750,10.53,Perez-Nunez,North Zacharystad,NV,South,Wholesale,2025/04/25,28,91.13,2551.64,ijenkins@example.com
341,IF9FOYJT,147,Captain Morgan Myself,Captain,Vodka,700,4.1,Rodriguez Ltd,Herrerastad,MP,Northeast,Retail,2025/05/03,2,10.6,21.2,dawnhudson@example.net
342,XLI6Z5HS,118,Captain Morgan Fall,Captain,Rum,750,6.19,"Wilson, Howard and Barton",Warnerchester,GU,Northeast,Retail,2025/05/05,29,32.28,936.12,luke33@example.net
343,QQ89WA7J,148,Johnnie Walker Sea,Johnnie,Gin,750,6.8,"Kelly, Wagner and Lambert",Robertport,GA,Midwest,Retail,2025/04/10,8,88.62,708.96,leslie79@example.org
344,NI2CT55A,138,Captain Morgan Child,Captain,Rum,1000,4.72,"Brown, Reyes and Williams",Port Randallville,RI,Midwest,Retail,2025/03/30,16,57.38,918.08,kristinmoore@example.org
345,00H20395,115,Ciroc Learn,Ciroc,Whisky,700,37.24,Sullivan Ltd,North Katelynfurt,NJ,Northeast,Wholesale,2025/04/14,16,54.53,872.48,laura56@example.net
346,ISOK5FWO,111,Captain Morgan Tax,Captain,Tequila,1000,14.25,Nguyen Group,Myersport,MS,West,Wholesale,2025/05/08,49,21.33,1045.17,guerradavid@example.net
347,QJYCIRDR,104,Tanqueray Long,Tanqueray,Whisky,750,31.29,Hayes-Martin,Wilsonfort,AZ,Midwest,Wholesale,2025/04/18,16,9.19,147.04,ncarson@example.org
348,DRUQEVXL,121,Ciroc Newspaper,Ciroc,Beer,700,39.53,Ellison Ltd,Port Kennethtown,IL,South,Retail,2025/04/27,32,82.01,2624.32,kristenwilliams@example.net
349,EICY85JO,139,Smirnoff Detail,Smirnoff,Whisky,700,33.55,"Lewis, Thomas and Clark",West Joseph,CA,South,Retail,2025/04/19,4,63.15,252.6,meredith52@example.com
350,RZBS291O,130,Baileys Available,Baileys,Tequila,500,18.93,Michael Ltd,Reedfurt,AL,Northeast,Wholesale,2025/05/18,13,43.05,559.65,deborahhall@example.org
351,ITRU3S1U,124,Johnnie Walker Already,Johnnie,Vodka,700,43.43,"Leonard, Lawrence and Mora",South Anthony,IA,Midwest,Retail,2025/04/10,22,31.39,690.58,alan75@example.net
352,KUJM5K3G,128,Baileys Game,Baileys,Beer,700,16.44,"Zimmerman, Coleman and Clark",Seanstad,NC,Southeast,Wholesale,2025/04/24,17,40.74,692.58,crodriguez@example.net
353,I4MXP8WD,134,Ciroc Together,Ciroc,Beer,500,27.82,"Graves, Berry and Garcia",Sandrahaven,VA,Midwest,Wholesale,2025/05/01,34,72.21,2455.14,shelly19@example.net
354,GUMWERDX,116,Baileys Reality,Baileys,Vodka,1000,31.48,Allen and Sons,Mccallview,AL,West,Wholesale,2025/04/09,39,39.97,1558.83,trevor45@example.com
355,4CUUORUI,103,Ciroc Single,Ciroc,Liqueur,700,13.11,Stewart-Hunter,Monroemouth,KY,West,Retail,2025/03/30,25,93.19,2329.75,christopher32@example.net
356,CCE2W58R,130,Johnnie Walker Site,Johnnie,Rum,500,28.91,"Harvey, Cline and Campbell",Charlesburgh,CT,Midwest,Retail,2025/05/18,40,82.52,3300.8,isaac88@example.com
357,N8WCIVWJ,132,Captain Morgan Fish,Captain,Vodka,500,23.07,Vazquez Group,Ellishaven,NE,West,Retail,2025/03/23,26,93.97,2443.22,lhart@example.com
358,NQR33ZTI,150,Guinness Pick,Guinness,Liqueur,1000,37.02,Roberts LLC,Sarafurt,ND,Midwest,Wholesale,2025/04/29,45,23.85,1073.25,uwilson@example.org
359,QM8F0IR7,132,Captain Morgan Game,Captain,Rum,700,42.85,"Torres, Webb and Evans",Port Johnville,KS,West,Retail,2025/03/29,27,32.74,883.98,tspencer@example.com
360,UGK0LZRQ,107,Johnnie Walker Push,Johnnie,Liqueur,500,20.57,Turner-Navarro,Lake Jesseland,MA,Northeast,Retail,2025/03/25,23,78.42,1803.66,hallcharlene@example.org
361,5ICWY1EA,148,Tanqueray Debate,Tanqueray,Liqueur,500,36.66,Smith and Sons,Lake David,SC,Midwest,Wholesale,2025/05/14,37,17.53,648.61,brandi15@example.org
362,4GDBR6JZ,114,Ciroc Message,Ciroc,Beer,750,38.18,Davis-Clark,Nancyton,TX,Northeast,Wholesale,2025/04/01,11,40.9,449.9,pruittfelicia@example.com
363,0MNKKGTX,150,Guinness But,Guinness,Liqueur,1000,7.56,Bailey and Sons,Carrolltown,MH,Midwest,Wholesale,2025/05/13,35,37.17,1300.95,katie57@example.org
364,KC0O3FHZ,124,Johnnie Walker Material,Johnnie,Whisky,750,36.35,Vasquez Inc,West Audrey,AZ,Southeast,Wholesale,2025/05/13,3,29.42,88.26,matthewdavis@example.com
365,H6N1CQ4R,112,Ciroc Tend,Ciroc,Vodka,700,19.69,"Thomas, Arroyo and Schmidt",North Amberstad,KY,Southeast,Wholesale,2025/03/28,13,75.8,985.4,taylorsummers@example.org
366,M99HU9MZ,128,Baileys Tv,Baileys,Rum,500,5.56,Thomas and Sons,Taylorshire,RI,Northeast,Retail,2025/05/03,41,54.43,2231.63,jocelyn19@example.org
367,ICEHZPSO,137,Captain Morgan Student,Captain,Tequila,750,36.46,"Perez, Higgins and Johnson",West Courtneyport,MP,Northeast,Wholesale,2025/04/08,27,63.01,1701.27,srodriguez@example.com
368,8EMOG63P,136,Tanqueray Well,Tanqueray,Gin,1000,25.41,Carter-Nguyen,Hamiltonfort,CO,Northeast,Wholesale,2025/04/30,14,49.95,699.3,vancekristen@example.com
369,2W9H6B76,122,Baileys Reveal,Baileys,Beer,1000,37.19,"Hanna, Rose and Anthony",Edwardsview,AS,Southeast,Wholesale,2025/04/16,37,76.0,2812.0,nhorton@example.net
370,OQP1R1I5,126,Tanqueray Explain,Tanqueray,Whisky,1000,10.34,Hill-Smith,East Jennifer,GA,Northeast,Retail,2025/03/28,5,91.16,455.8,rachel48@example.com
371,ACJ3JXEC,112,Baileys Evidence,Baileys,Beer,750,28.57,Mccarthy-Garcia,Reesechester,NV,Southeast,Retail,2025/05/07,2,82.21,164.42,moramichelle@example.com
372,XTGXE292,128,Tanqueray Partner,Tanqueray,Liqueur,750,31.32,Blanchard LLC,New Nathanville,MI,Northeast,Wholesale,2025/05/16,34,76.01,2584.34,nmarsh@example.org
373,5P035R57,112,Tanqueray Around,Tanqueray,Rum,500,30.35,Cameron-Cooper,Maxwellchester,AS,Midwest,Retail,2025/04/03,50,91.84,4592.0,michaelgonzales@example.net
374,QHLEZ1QE,116,Smirnoff Civil,Smirnoff,Gin,700,14.5,"Moore, Green and Harris",Lake Sara,PR,Southeast,Retail,2025/05/12,32,55.25,1768.0,lgonzales@example.com
375,AOXKKNJ1,128,Baileys Building,Baileys,Tequila,1000,29.28,Brown LLC,Port Alisontown,TN,Midwest,Retail,2025/03/29,49,48.97,2399.53,adam22@example.net
376,O8PR5DEE,107,Captain Morgan Writer,Captain,Beer,1000,27.23,Carter-Barker,Eugeneton,PR,Southeast,Wholesale,2025/05/11,20,65.35,1307.0,cartercynthia@example.com
377,6V6H6Z52,128,Don Julio Reality,Don,Beer,750,30.43,Moore-Bailey,West Robinchester,MD,Southeast,Retail,2025/05/07,32,15.74,503.68,padillalisa@example.net
378,4EORQGH3,113,Ciroc Garden,Ciroc,Vodka,1000,39.29,Terrell-Mitchell,Kramerfurt,AZ,South,Retail,2025/04/03,33,55.84,1842.72,fernandezclaudia@example.com
379,6K88IZ5S,143,Ciroc Choice,Ciroc,Whisky,700,14.88,Hamilton LLC,East Samuel,KS,South,Retail,2025/03/22,47,19.97,938.59,nlopez@example.net
380,EASHON82,109,Johnnie Walker She,Johnnie,Gin,500,30.43,"Suarez, Adams and Woods",Lake Crystalmouth,MP,West,Wholesale,2025/04/05,10,24.84,248.4,lopezmario@example.org
381,ERTYHFQJ,150,Johnnie Walker Ability,Johnnie,Tequila,750,33.25,Cox-Campbell,Port Donnaton,AS,West,Retail,2025/05/05,35,9.31,325.85,youngbarbara@example.com
382,XD197CGY,105,Smirnoff Deep,Smirnoff,Liqueur,1000,16.39,Lowe LLC,Brownmouth,NH,Southeast,Wholesale,2025/04/20,33,25.18,830.94,lisawright@example.com
383,BKIVZWQW,142,Tanqueray Rather,Tanqueray,Tequila,1000,5.82,Martinez-Martinez,New Adam,DE,Northeast,Wholesale,2025/04/21,16,80.79,1292.64,angela40@example.org
384,RAWEMWX2,118,Guinness Per,Guinness,Whisky,700,5.33,Mcdonald LLC,Bennettchester,SD,Southeast,Wholesale,2025/03/29,24,17.14,411.36,carriemurray@example.net
385,FMLGPA25,116,Tanqueray Life,Tanqueray,Liqueur,1000,12.99,Howard-Harris,Jasonmouth,LA,Midwest,Retail,2025/03/27,14,31.9,446.6,khutchinson@example.org
386,QX69WKZG,131,Ciroc Finally,Ciroc,Rum,1000,8.11,Alvarez Group,Parksville,MP,Midwest,Wholesale,2025/05/05,35,75.61,2646.35,glennballard@example.net
387,09ZQQQT6,135,Johnnie Walker Image,Johnnie,Tequila,750,5.55,Fox and Sons,West Cynthia,CA,Northeast,Retail,2025/05/03,47,28.0,1316.0,kblanchard@example.org
388,UWVGJPYD,120,Don Julio Development,Don,Whisky,1000,39.44,Ryan-Salazar,West Leah,KS,Midwest,Wholesale,2025/04/21,32,16.41,525.12,davishenry@example.net
389,7DOIG9RJ,128,Smirnoff You,Smirnoff,Liqueur,750,32.12,Jordan-Castaneda,East Jackiemouth,VI,South,Retail,2025/03/26,19,83.37,1584.03,jenningsnatasha@example.com
390,EN49PTS9,148,Baileys Suddenly,Baileys,Beer,750,35.75,"Castro, Vasquez and Schultz",Richardland,PA,Southeast,Wholesale,2025/05/04,11,6.36,69.96,greendavid@example.org
391,P5JRMPP0,136,Johnnie Walker Break,Johnnie,Liqueur,1000,27.77,Ramirez Ltd,Rangelfurt,IA,Southeast,Wholesale,2025/04/14,36,65.37,2353.32,devinserrano@example.net
392,K5O51IV6,149,Don Julio Painting,Don,Whisky,1000,21.38,Hayes PLC,Port Lisa,WV,Northeast,Wholesale,2025/04/28,23,6.69,153.87,jeffreyanderson@example.com
393,KS4LLQGA,105,Smirnoff Water,Smirnoff,Beer,700,20.12,Lewis-Murray,Lake William,MH,Southeast,Wholesale,2025/04/28,9,30.62,275.58,howardhenderson@example.net
394,GUC5V7MB,106,Captain Morgan Likely,Captain,Rum,500,37.39,Thompson-Reyes,Alexandertown,HI,Southeast,Wholesale,2025/05/11,11,20.29,223.19,trevor61@example.org
395,VP7FV7SV,133,Smirnoff Expect,Smirnoff,Gin,700,17.13,"Perez, Peters and Caldwell",Thompsonton,MT,Southeast,Retail,2025/03/22,4,15.86,63.44,christianbailey@example.org
396,0RMTACE2,144,Smirnoff Increase,Smirnoff,Vodka,700,10.24,Thomas-Rivera,Reedside,MN,South,Wholesale,2025/04/20,3,74.18,222.54,egarza@example.org
397,65Y1TCRJ,122,Don Julio Believe,Don,Tequila,700,26.53,Morgan-Rice,Jonathantown,MO,Northeast,Retail,2025/03/31,17,34.29,582.93,ericduffy@example.org
398,4T9U62BM,129,Johnnie Walker Threat,Johnnie,Gin,700,10.73,"Armstrong, Stephenson and Clark",Brownbury,WV,Midwest,Retail,2025/05/02,6,59.65,357.9,robert68@example.com
399,ESY8FEOR,129,Smirnoff Resource,Smirnoff,Gin,1000,6.72,Ruiz PLC,Myersland,SC,West,Retail,2025/05/14,16,96.81,1548.96,ojohnson@example.com
400,G3WTDSCJ,137,Don Julio Speak,Don,Whisky,1000,33.94,Ruiz-Mcintyre,Markborough,CT,Midwest,Wholesale,2025/04/08,33,16.57,546.81,wbenitez@example.net
401,ALY2EWKT,147,Johnnie Walker Customer,Johnnie,Whisky,1000,28.95,Mullins-Shelton,Laurenbury,SC,South,Retail,2025/04/08,4,50.41,201.64,jthomas@example.com
402,SIR0XZGF,101,Smirnoff Fall,Smirnoff,Gin,1000,19.8,Salazar PLC,New Juliaview,MH,Midwest,Retail,2025/04/16,7,8.44,59.08,robinsonaaron@example.net
403,GKMQF1KH,139,Ciroc Wind,Ciroc,Beer,700,30.53,"Kramer, Smith and Berger",East Stephanie,KY,Midwest,Retail,2025/05/06,33,15.65,516.45,tyler58@example.com
404,HJIDRBDW,131,Smirnoff Dinner,Smirnoff,Gin,500,44.63,King LLC,Port Steven,DE,South,Wholesale,2025/04/30,23,10.08,231.84,walkerlogan@example.com
405,1MDN9JBL,139,Ciroc Heavy,Ciroc,Vodka,1000,19.73,James-Chapman,Port James,PW,Northeast,Wholesale,2025/05/17,11,34.81,382.91,bradleybennett@example.org
406,YA2EXVCR,109,Tanqueray Participant,Tanqueray,Rum,750,22.72,"Morgan, Freeman and Barnes",East Patricia,HI,Northeast,Retail,2025/04/21,21,54.7,1148.7,carlyvalentine@example.net
407,62GUYZVI,101,Guinness Spend,Guinness,Tequila,1000,44.9,"Marquez, Thompson and May",Normafort,RI,Midwest,Wholesale,2025/05/06,23,12.94,297.62,acevedoalicia@example.com
408,0LI4H0UH,112,Ciroc How,Ciroc,Whisky,750,12.23,Kelly and Sons,Port Robertburgh,MT,Midwest,Wholesale,2025/05/09,10,81.77,817.7,josephbailey@example.com
409,ZGSZEEBW,105,Smirnoff Senior,Smirnoff,Beer,700,13.3,Weaver and Sons,New Christopher,MP,Midwest,Retail,2025/04/29,2,91.55,183.1,sheena46@example.org
410,0TYMJS9D,141,Ciroc Perform,Ciroc,Rum,750,18.99,"Hoffman, Thompson and Crane",Webbville,SC,Midwest,Retail,2025/04/10,6,24.3,145.8,elaine13@example.org
411,JN9O9KMA,129,Ciroc Down,Ciroc,Whisky,1000,44.72,Lawrence Inc,Joshuabury,NH,South,Retail,2025/03/25,16,27.42,438.72,uhicks@example.org
412,4V1IEOCI,135,Johnnie Walker Those,Johnnie,Vodka,500,11.01,Hampton-Patel,Mathisberg,CA,Southeast,Retail,2025/04/24,38,49.69,1888.22,daviselizabeth@example.org
413,3D5OB7N0,123,Ciroc Scientist,Ciroc,Gin,1000,26.46,Jacobson-Stephens,Lopezberg,GA,Midwest,Retail,2025/04/03,41,48.98,2008.18,robertellison@example.net
414,6TZQX74B,137,Ciroc Night,Ciroc,Tequila,1000,44.32,Baker-Grimes,Andrewmouth,ME,Midwest,Wholesale,2025/05/19,4,17.13,68.52,billyarmstrong@example.net
415,YHVXQN24,144,Guinness Very,Guinness,Liqueur,750,4.97,Martin Ltd,New Timothyside,KY,Southeast,Wholesale,2025/04/22,14,8.52,119.28,dylanwhitaker@example.net
416,T99QQC0T,140,Captain Morgan Officer,Captain,Whisky,1000,26.62,Garner-Mcclain,East Brianna,NY,South,Retail,2025/04/28,39,89.11,3475.29,hsalazar@example.org
417,85L9VKGJ,136,Baileys Fine,Baileys,Whisky,1000,7.14,Morris Inc,Christineberg,PA,Northeast,Retail,2025/05/13,8,37.84,302.72,wadetyler@example.org
418,ESMYUU4U,129,Guinness Significant,Guinness,Vodka,750,38.44,"Morgan, Allen and Crosby",New David,DE,South,Wholesale,2025/03/24,19,32.54,618.26,laurabrown@example.com
419,T0GKX2PM,126,Smirnoff Collection,Smirnoff,Liqueur,750,7.31,Beltran PLC,Thomasberg,MN,West,Retail,2025/04/01,4,82.94,331.76,angelareynolds@example.org
420,UT6XNRTG,129,Captain Morgan Guess,Captain,Beer,700,28.15,Moore Inc,Melissafurt,NJ,Southeast,Retail,2025/04/20,35,22.26,779.1,allenaustin@example.com
421,75U7ZWLQ,111,Guinness Avoid,Guinness,Rum,750,30.26,Evans-Sanchez,East Ronaldburgh,KS,Northeast,Wholesale,2025/05/15,50,17.8,890.0,micheal36@example.com
422,4AGIX3D7,112,Guinness Security,Guinness,Gin,500,34.7,Jordan-Smith,Aaronfort,PR,South,Retail,2025/03/26,30,92.72,2781.6,adamperez@example.net
423,KFXJRC9S,125,Guinness Market,Guinness,Tequila,750,39.18,Jackson-Martin,South Peggyberg,AK,Midwest,Retail,2025/04/15,26,5.39,140.14,michelle44@example.net
424,NYPMV8PD,117,Captain Morgan Here,Captain,Beer,1000,27.67,"Mckinney, Andrews and Brown",Smithborough,NE,Southeast,Retail,2025/04/05,12,69.24,830.88,arnoldashley@example.net
425,6PDACMK1,101,Baileys Nearly,Baileys,Gin,750,9.27,Simon-James,Davidshire,RI,Midwest,Wholesale,2025/04/11,13,85.96,1117.48,zesparza@example.org
426,A8YZRCNF,112,Tanqueray Side,Tanqueray,Liqueur,1000,26.26,Huynh-Jarvis,Nicoleborough,IL,Midwest,Retail,2025/03/28,46,85.19,3918.74,ryan19@example.net
427,OIPYNDW4,127,Baileys Provide,Baileys,Liqueur,750,31.51,"Jones, Shelton and Harris",East Kaitlinside,TN,Midwest,Wholesale,2025/05/07,47,36.9,1734.3,joshuameyers@example.net
428,QMZZ555X,149,Captain Morgan Campaign,Captain,Whisky,1000,35.33,Christian Group,Davidside,LA,Northeast,Wholesale,2025/05/04,5,43.7,218.5,kevin64@example.net
429,I653O9WF,136,Ciroc Tend,Ciroc,Vodka,500,39.94,Bradley and Sons,Shannonview,MD,South,Wholesale,2025/05/19,37,5.25,194.25,carterjames@example.com
430,E60N03NU,116,Captain Morgan Receive,Captain,Rum,700,32.67,Santos-Perez,Nicholasstad,PR,Northeast,Retail,2025/04/29,49,67.18,3291.82,matthewfleming@example.net
431,EDN4B8N3,142,Baileys Job,Baileys,Liqueur,1000,23.07,Jones PLC,Allenmouth,LA,West,Wholesale,2025/05/19,47,75.25,3536.75,dennis82@example.org
432,U5PLEXFH,101,Captain Morgan Information,Captain,Gin,1000,38.07,"Shepherd, Wells and Williams",New Mariochester,PR,Midwest,Retail,2025/04/02,50,81.59,4079.5,amberanthony@example.net
433,MTZGZGIO,126,Smirnoff Left,Smirnoff,Liqueur,750,32.49,Daniel-Waters,Port Jasminestad,MH,Southeast,Wholesale,2025/05/07,35,31.43,1100.05,cruzmegan@example.net
434,UT1EWZ6C,135,Smirnoff Blood,Smirnoff,Liqueur,1000,11.01,Rojas LLC,Jonathanhaven,VA,Southeast,Retail,2025/05/13,10,15.4,154.0,jeffrey34@example.com
435,SSBCC7A4,116,Captain Morgan Into,Captain,Tequila,500,30.47,Johnson-Long,South Danielstad,CO,South,Retail,2025/05/10,6,49.92,299.52,wheelermary@example.com
